primaryTitle,startYear,numVotes,averageRating
14 Peaks: Nothing Is Impossible,2021,34634,7.7
The Great Escaper,2023,10555,7.0
Kill the Irishman,2011,54911,7.0
The Fabelmans,2022,136525,7.5
Senna,2010,84091,8.4
Better Man,2024,47057,7.5
Mrs. Chatterjee vs. Norway,2023,11309,7.3
Bank of Dave,2023,17198,7.1
Cabrini,2024,10237,7.3
Hysteria,2011,34222,6.7
Testament of Youth,2014,32028,7.2
The Grandmaster,2013,38947,6.6
Val,2021,16399,7.6
Swatantrya Veer Savarkar,2024,18294,7.7
The Greatest Showman,2017,351657,7.5
Hamnet,2025,129164,7.8
The Iceman,2012,84273,6.8
I'm Still Here,2024,170875,8.1
The King's Speech,2010,735572,8.0
"Argentina, 1985",2022,36750,7.6
Captain Phillips,2013,521670,7.8
Oppenheimer,2023,1083772,8.2
127 Hours,2010,426859,7.5
Restrepo,2010,24645,7.4
Puncture,2011,25717,6.8
Machine Gun Preacher,2011,71480,6.7
Pawn Sacrifice,2014,54679,7.0
Soul Surfer,2011,56097,7.0
The Big Short,2015,545177,7.8
Kon-Tiki,2012,54799,7.1
Jackie,2016,87379,6.6
Paan Singh Tomar,2012,40375,8.2
Bleed for This,2016,33761,6.8
Fire of Love,2022,16855,7.6
Society of the Snow,2023,176554,7.8
Chasing Mavericks,2012,36350,7.1
The Legend Is Born: Ip Man,2010,33328,7.0
Million Dollar Arm,2014,49560,7.0
Goodbye Christopher Robin,2017,31928,7.1
My Week with Marilyn,2011,91685,6.9
Freeheld,2015,13819,6.6
The Sapphires,2012,15990,7.1
Hannah Arendt,2012,12596,7.1
Navalny,2022,69517,7.8
Bernie,2011,67517,6.8
Weird: The Al Yankovic Story,2022,49765,6.8
13 Minutes,2015,10658,7.0
Jeanne du Barry,2023,16853,6.7
Bohemian Rhapsody,2018,652238,7.9
The Zookeeper's Wife,2017,49417,7.0
No One Killed Jessica,2011,13270,7.2
Jersey Boys,2014,38583,6.8
Hands of Stone,2016,18769,6.6
Gold,2016,74737,6.7
The Lady,2011,11702,7.0
Unbroken,2014,199940,7.2
Pamela: A Love Story,2023,14411,7.2
The Boys in the Boat,2023,30635,7.0
Kaun Pravin Tambe?,2022,11803,8.3
The Highwaymen,2019,114621,6.9
The Sessions,2012,45111,7.2
Spotlight,2015,539048,8.1
Ford v Ferrari,2019,582225,8.1
The Imposter,2012,53226,7.4
Rush,2013,564507,8.1
The Remarkable Life of Ibelin,2024,15313,8.1
Still: A Michael J. Fox Movie,2023,18183,8.1
War Dogs,2016,305732,7.1
The 33,2015,41994,6.9
The Wind Rises,2013,114652,7.8
Wicked Little Letters,2023,45952,7.0
12 Years a Slave,2013,792287,8.1
The Railway Man,2013,44663,7.1
Rocketman,2019,211240,7.3
Ip Man 4: The Finale,2019,41427,7.0
Steve Jobs,2015,188014,7.2
The Imitation Game,2014,882956,8.0
"McFarland, USA",2015,46885,7.4
The Iron Claw,2023,121069,7.5
The Lost Bus,2025,56097,6.8
Hacksaw Ridge,2016,692397,8.1
Searching for Sugar Man,2012,76682,8.2
Mission Raniganj,2023,20480,7.2
Saving Mr. Banks,2013,176355,7.5
Tracks,2013,33308,7.1
American Sniper,2014,574117,7.3
Shahid,2012,21658,8.2
BlackBerry,2023,71938,7.3
A Million Miles Away,2023,26759,7.3
An Honest Liar,2014,11151,7.4
When the Game Stands Tall,2014,17759,6.6
The Dance of Reality,2013,10035,7.4
Mandela: Long Walk to Freedom,2013,30163,7.1
Wild,2014,147100,7.1
Fruitvale Station,2013,92780,7.5
True Spirit,2023,12540,6.8
Bhaag Milkha Bhaag,2013,79673,8.2
A Private War,2018,22737,6.7
The Act of Killing,2012,44637,8.2
Nr. 24,2024,20796,7.5
The Glass Castle,2017,41434,7.1
Srikanth,2024,14730,7.4
Life Itself,2014,16787,7.8
12th Fail,2023,175609,8.7
20 Feet from Stardom,2013,14528,7.4
Belle,2013,35077,7.3
Woman in Gold,2015,66324,7.3
Reality,2023,30969,6.7
The Wolfpack,2015,13914,7.0
Philomena,2013,107594,7.6
Joy,2015,153025,6.6
Respect,2021,19719,6.6
Get on Up,2014,27397,6.9
Mr. Turner,2014,28786,6.8
"Extremely Wicked, Shockingly Evil and Vile",2019,113196,6.7
The Admiral,2015,11115,7.0
The Butterfly's Dream,2013,26317,7.6
The Good Lie,2014,36003,7.4
Amar Singh Chamkila,2024,17862,7.8
John Candy: I Like Me,2025,12580,8.0
Amaran,2024,24371,8.1
Finding Vivian Maier,2013,15874,7.7
Everest,2015,248793,7.1
Chandu Champion,2024,36696,7.8
Rosewater,2014,11180,6.6
Saturday Night,2024,40017,6.8
Wham!,2023,10211,7.5
Thank You for Your Service,2017,17429,6.6
Super/Man: The Christopher Reeve Story,2024,11803,8.0
Punjab '95,2026,105953,8.9
Sly,2023,13182,7.0
The Old Man & the Gun,2018,52926,6.7
Amy,2015,58117,7.8
Ip Man 3,2015,65266,7.0
Greater,2016,10161,7.3
Nuremberg,2025,113114,7.3
The Theory of Everything,2014,509789,7.7
Mary Kom,2014,12199,6.8
Song Sung Blue,2025,30601,7.3
The Tender Bar,2021,37606,6.7
Raja Shivaji,2026,23554,6.7
I Swear,2025,57360,8.4
Nouvelle Vague,2025,11840,7.3
Pride,2014,65542,7.8
Springsteen: Deliver Me from Nowhere,2025,28637,6.6
Trumbo,2015,87897,7.4
A Beautiful Day in the Neighborhood,2019,95271,7.2
Christy,2025,18553,6.6
Spare Parts,2015,12452,7.3
Blue Moon,2025,25629,6.8
Sully,2016,324914,7.4
Trial by Fire,2018,16350,7.1
The Internet's Own Boy: The Story of Aaron Swartz,2014,18606,8.0
Requiem for the American Dream,2015,10267,8.0
Concussion,2015,105500,7.1
Tolkien,2019,51736,6.8
Stan & Ollie,2018,41807,7.2
A United Kingdom,2016,17820,6.9
The End of the Tour,2015,34949,7.2
Manjhi: The Mountain Man,2015,21375,8.0
The Walk,2015,142089,7.3
Race,2016,44215,7.1
Richard Jewell,2019,107945,7.5
The Disaster Artist,2017,172565,7.3
The Look of Silence,2014,15016,8.3
Whiskey Tango Foxtrot,2016,59223,6.6
Legend,2015,225905,6.9
